driver_id,trajectory_id,decision,decision_time
2,30,0,1.8757340908050537
2,31,1,0.880133867263794
2,32,1,1.5521903038024902
2,33,1,0.8448774814605713
2,34,0,2.2252984046936035
2,35,1,0.3706083297729492
2,36,1,0.4790675640106201
2,37,0,1.6670260429382324
2,38,1,1.2656447887420654
2,39,1,1.0533692836761475
2,4,1,1.1841814517974854
2,40,1,0.7672667503356934
2,41,1,1.4366776943206787
2,42,0,0.9122681617736816
2,43,1,1.3880951404571533
2,44,0,1.1846797466278076
2,45,0,1.265714168548584
2,46,1,1.2017815113067627
2,47,1,1.119727373123169
2,48,1,0.3189716339111328
2,49,0,0.752331018447876
2,5,1,1.0396754741668701
2,50,0,1.1361064910888672
2,6,1,0.4479830265045166
2,7,0,1.0581841468811035
2,8,1,0.9266762733459473
2,9,0,1.1544249057769775
3,0,1,0.2692885398864746
3,1,1,0.3519272804260254
3,10,0,0.8964173793792725
3,11,0,0.7668211460113525
3,12,0,0.6408774852752686
3,13,1,0.44525718688964844
3,14,0,0.8319172859191895
3,15,1,0.3033418655395508
3,17,0,0.8824052810668945
3,18,0,0.9441437721252441
3,19,0,0.9444797039031982
3,2,1,0.833336353302002
3,20,1,0.7846658229827881
3,21,0,0.7705109119415283
3,22,1,0.6239943504333496
3,23,0,0.8316943645477295
3,24,0,1.8272621631622314
3,25,0,0.9945933818817139
3,26,0,1.5843982696533203
3,27,1,0.17315173149108887
3,28,1,1.1980462074279785
3,29,0,1.6646769046783447
3,3,1,0.25339627265930176
3,30,0,1.5873370170593262
3,31,1,0.8318684101104736
3,32,1,1.3752124309539795
3,33,1,1.2025516033172607
3,35,1,0.688894510269165
3,36,0,2.254333257675171
3,37,1,0.5903780460357666
3,38,1,1.0899484157562256
3,39,0,0.7199342250823975
3,4,1,1.2185561656951904
3,40,1,0.7341156005859375
3,41,1,0.5797388553619385
3,42,0,1.662419319152832
3,43,1,0.9447190761566162
3,44,1,1.0906212329864502
3,45,1,0.49454426765441895
3,46,1,0.4815216064453125
3,47,1,0.43074893951416016
3,48,1,1.1195785999298096
3,49,0,0.7815606594085693
3,5,1,0.4480283260345459
3,50,1,0.5643734931945801
3,6,0,1.6511282920837402
3,7,0,1.9018735885620117
3,8,1,0.25577759742736816
3,9,0,1.0406396389007568
4,0,0,1.2453806400299072
4,1,0,1.5390901565551758
4,10,1,0.16022515296936035
4,11,0,1.5339000225067139
4,12,1,0.3195059299468994
4,13,1,0.39852380752563477
4,14,1,0.1093604564666748
4,15,0,1.325329065322876
4,16,0,1.2775025367736816
4,18,0,1.2480735778808594
4,19,0,1.4417779445648193
4,2,0,1.4552955627441406
4,20,0,0.8006587028503418
4,21,0,1.614314317703247
4,22,0,1.410226821899414
4,23,0,1.200289011001587
4,24,1,0.045440673828125
4,25,1,1.3599293231964111
4,26,0,1.373448371887207
4,27,0,1.454779863357544
4,28,1,0.35160088539123535
4,29,1,0.7971320152282715
4,3,0,2.3037850856781006
4,30,0,1.810378074645996
4,31,0,1.4055261611938477
4,32,0,0.7834329605102539
4,33,0,0.6864743232727051
4,34,1,0.40045762062072754
4,35,1,0.1441183090209961
4,36,0,0.9119064807891846
4,37,1,0.5629777908325195
4,39,0,0.8003597259521484
4,40,0,0.9096484184265137
4,41,1,0.08009600639343262
4,42,0,0.9436266422271729
4,43,0,0.8510799407958984
4,44,0,0.6426386833190918
4,45,0,0.8935337066650391
4,46,0,1.4873764514923096
4,47,0,0.7844815254211426
4,48,0,1.6640169620513916
4,49,0,1.297684907913208
4,5,0,1.3890435695648193
4,6,0,1.9860692024230957
4,7,0,1.5696146488189697
4,8,0,1.5023062229156494
5,0,1,1.2642719745635986
5,1,0,0.7051470279693604
5,10,1,0.5625977516174316
5,11,1,0.43108439445495605
5,12,0,1.218825340270996
5,13,0,1.1520838737487793
5,14,0,1.0081090927124023
5,15,1,0.49800753593444824
5,16,1,0.6718771457672119
5,17,1,0.6749954223632812
5,18,0,0.5244431495666504
5,19,1,0.06198692321777344
5,2,1,0.48156070709228516
5,20,1,0.896622896194458
5,21,0,0.5734889507293701
5,3,0,0.8316342830657959
5,4,0,0.6755259037017822
5,5,1,1.330103874206543
5,6,0,2.0444393157958984
5,7,1,0.7368729114532471
5,8,0,1.0724501609802246
5,9,0,1.1199390888214111
6,0,0,1.4053361415863037
6,1,1,0.7692139148712158
6,10,1,1.024057149887085
6,11,0,1.4420881271362305
6,12,1,1.026468276977539
6,13,1,0.33450865745544434
6,14,0,2.670952320098877
6,15,0,0.9955008029937744
6,16,1,0.24296331405639648
6,17,1,0.11235642433166504
6,18,1,0.33770108222961426
6,19,0,1.7899065017700195
6,2,0,1.7738409042358398
6,20,0,1.8549363613128662
6,21,0,1.986710786819458
6,23,0,1.8722054958343506
6,24,1,0.44597792625427246
6,26,0,1.939640998840332
6,3,0,1.2472267150878906
6,30,1,1.1867966651916504
6,31,1,1.4562511444091797
6,35,1,0.39835190773010254
6,36,1,0.11310887336730957
6,37,0,1.2156717777252197
6,38,1,0.09865474700927734
6,39,0,1.810553789138794
6,41,0,2.131636619567871
6,43,0,2.061370849609375
6,44,1,1.1360273361206055
6,45,0,1.6803922653198242
6,46,0,2.803292751312256
6,47,0,2.978494644165039
6,5,0,1.27742600440979
6,50,1,0.12811541557312012
6,6,0,1.2480340003967285
6,7,1,0.16045498847961426
6,8,1,1.3948500156402588
6,9,0,2.5614943504333496
7,0,0,1.2165391445159912
7,1,0,1.0405082702636719
7,10,1,0.40368032455444336
7,11,1,0.7198283672332764
7,12,1,0.35349082946777344
7,13,0,0.6857390403747559
7,14,0,0.7330529689788818
7,15,1,0.7839767932891846
7,16,1,0.4159529209136963
7,17,1,0.8170814514160156
7,18,1,0.38767266273498535
7,19,1,0.34934306144714355
7,2,0,1.244408369064331
7,20,1,0.32181739807128906
7,21,1,0.4331960678100586
7,22,1,0.4641249179840088
7,23,1,0.3653554916381836
7,24,1,0.3545570373535156
7,25,0,1.3083932399749756
7,26,1,0.3855471611022949
7,27,0,0.764631986618042
7,28,0,0.9110496044158936
7,29,1,0.4773564338684082
7,3,0,1.8720405101776123
7,30,0,0.749610185623169
7,31,1,0.41621923446655273
7,32,1,0.3510878086090088
7,33,0,0.5321545600891113
7,34,1,0.44642210006713867
7,35,1,1.2001910209655762
7,36,1,0.335050106048584
7,37,1,0.3360300064086914
7,38,1,0.4160311222076416
7,39,1,0.3520679473876953
7,40,0,0.9733686447143555
7,41,0,0.6719653606414795
7,42,0,1.3122682571411133
7,43,0,2.845486640930176
7,44,0,0.9923989772796631
7,45,1,0.48389768600463867
7,46,0,1.168497085571289
7,47,0,0.5604147911071777
7,48,0,0.5276947021484375
7,49,1,0.3698563575744629
7,50,1,0.38040876388549805
7,6,0,0.7494242191314697
7,7,0,2.4981184005737305
7,8,0,1.9173154830932617
7,9,1,0.3489046096801758
8,0,1,1.1844286918640137
8,1,1,0.7845339775085449
8,10,1,0.5589213371276855
8,11,1,0.5765764713287354
8,12,1,0.3686084747314453
8,13,1,0.784449577331543
8,14,0,1.0080552101135254
8,15,1,0.6223080158233643
8,16,0,0.7706582546234131
8,17,0,1.5720126628875732
8,18,1,1.342142105102539
8,19,1,0.6878113746643066
8,2,0,0.7228367328643799
8,20,1,0.462646484375
8,21,0,0.9126214981079102
8,22,0,1.581282615661621
8,23,0,0.9918015003204346
8,24,0,0.6770386695861816
8,25,0,2.093921661376953
8,26,1,0.32029128074645996
8,27,0,0.5283458232879639
8,28,1,0.8009603023529053
8,29,0,1.8723852634429932
8,3,0,1.1035823822021484
8,31,1,0.18985247611999512
8,32,1,0.5896496772766113
8,33,0,1.0088307857513428
8,35,0,1.085289716720581
8,36,1,0.4813873767852783
8,37,1,0.8773987293243408
8,38,0,1.311795949935913
8,39,0,0.749711275100708
8,4,1,0.5321993827819824
8,40,0,2.9604313373565674
8,41,0,0.5449819564819336
8,42,1,0.4963650703430176
8,43,1,0.8000748157501221
8,44,1,1.026550531387329
8,45,0,1.0562422275543213
8,46,0,1.132688283920288
8,47,1,0.8012943267822266
8,48,1,0.6065499782562256
8,49,0,2.3043770790100098
8,5,0,1.1679987907409668
8,50,0,0.6700623035430908
8,6,0,0.6909208297729492
8,7,1,0.5583000183105469
8,8,1,0.6266200542449951
8,9,0,1.0419628620147705
9,0,1,1.0750737190246582
9,1,1,1.0688085556030273
9,10,1,0.4649472236633301
9,11,1,0.2355952262878418
9,12,1,1.0088019371032715
9,13,1,0.46494150161743164
9,14,1,0.5289764404296875
9,15,0,0.5141644477844238
9,16,1,1.5050010681152344
9,17,1,0.451343297958374
9,18,1,1.1041412353515625
9,19,0,0.4486706256866455
9,2,0,0.8928606510162354
9,20,1,0.3864595890045166
9,21,1,0.7043683528900146
9,22,0,1.3757069110870361
9,23,0,1.280620813369751
9,24,0,1.0080018043518066
9,25,1,2.0286753177642822
9,26,0,1.2001404762268066
9,28,1,0.41629981994628906
9,29,1,0.5896389484405518
9,3,0,0.5601048469543457
9,30,1,0.46382617950439453
9,31,1,0.3201308250427246
9,32,1,0.32012462615966797
9,33,1,0.3365662097930908
9,34,0,2.064114570617676
9,35,1,1.1652202606201172
9,36,1,0.352062463760376
9,37,1,0.4989051818847656
9,38,1,1.3439877033233643
9,39,1,0.3832864761352539
9,4,1,0.47746896743774414
9,40,0,0.8330810070037842
9,41,0,0.6434741020202637
9,42,0,0.9929158687591553
9,43,1,0.7040159702301025
9,44,1,1.7152409553527832
9,45,1,1.0707824230194092
9,46,1,0.35215210914611816
9,47,1,0.64095139503479
9,48,1,0.9467604160308838
9,49,1,2.271483898162842
9,5,0,0.4313337802886963
9,50,0,1.5683481693267822
9,6,1,1.0259432792663574
9,7,0,0.6367712020874023
9,8,1,0.7694172859191895
9,9,0,0.5900173187255859
10,0,0,1.4371027946472168
10,1,1,1.391016960144043
10,10,1,0.6876764297485352
10,11,1,0.24301862716674805
10,12,1,1.292494535446167
10,13,1,0.6592092514038086
10,14,1,0.79998779296875
10,15,1,1.0247492790222168
10,16,0,1.7791635990142822
10,17,0,1.7161157131195068
10,19,1,0.9293351173400879
10,2,0,1.602778673171997
10,20,1,0.480022668838501
10,21,0,2.5788400173187256
10,22,0,1.3272130489349365
10,23,1,1.6614160537719727
10,24,0,2.3188984394073486
10,25,0,1.9364345073699951
10,26,0,1.3111598491668701
10,27,1,0.6535801887512207
10,28,0,1.49216890335083
10,29,0,1.8746485710144043
10,3,0,2.176457166671753
10,30,1,0.49691295623779297
10,31,0,0.8481051921844482
10,32,0,1.5070888996124268
10,33,1,1.5520210266113281
10,35,0,1.727933406829834
10,36,0,2.0478105545043945
10,37,1,0.8934221267700195
10,38,0,0.831618070602417
10,40,0,1.311997413635254
10,41,1,0.7049152851104736
10,42,0,0.9785885810852051
10,43,1,1.3568501472473145
10,44,1,0.2392435073852539
10,45,0,1.1366779804229736
10,46,1,1.1035223007202148
10,47,1,0.36501097679138184
10,48,1,0.640756368637085
10,49,1,0.20549917221069336
10,5,1,0.5280725955963135
10,50,1,0.0
10,6,1,0.44582319259643555
10,7,1,1.3626210689544678
10,8,1,1.2481389045715332
10,9,1,0.7024509906768799
11,0,1,1.0530164241790771
11,1,1,0.5090317726135254
11,10,1,0.688098669052124
11,11,0,2.354649782180786
11,12,0,1.0234529972076416
11,13,0,0.18943142890930176
11,14,0,2.208508014678955
11,15,0,0.3995051383972168
11,16,0,2.210186719894409
11,17,1,2.2917940616607666
11,18,0,1.5856029987335205
11,19,0,1.1013059616088867
11,2,0,1.1669180393218994
11,20,0,0.6884233951568604
11,21,0,1.3466179370880127
11,22,0,1.2827484607696533
11,23,1,0.6880872249603271
11,24,0,1.5706286430358887
11,25,0,1.7287888526916504
11,26,0,2.0482611656188965
11,27,0,1.2346107959747314
11,28,0,1.2007849216461182
11,29,0,2.2090468406677246
11,3,0,1.0240793228149414
11,30,0,2.2692513465881348
11,31,0,2.8774218559265137
11,32,0,1.7116405963897705
11,33,0,1.5524377822875977
11,34,0,1.2004613876342773
11,35,0,1.8436493873596191
11,36,1,0.5580217838287354
11,37,0,2.851392984390259
11,38,0,1.5015206336975098
11,39,0,2.4639105796813965
11,4,0,1.3935952186584473
11,40,1,1.5350091457366943
11,41,0,2.096146821975708
11,42,0,2.3034698963165283
11,43,1,2.175779104232788
11,44,0,1.952789306640625
11,45,0,1.3119134902954102
11,46,0,0.6735634803771973
11,47,0,0.8291115760803223
11,48,0,0.9609909057617188
11,49,1,1.1011667251586914
11,5,0,0.7193419933319092
11,50,0,1.6488869190216064
11,51,0,1.072448492050171
11,6,1,0.30318117141723633
11,7,0,0.689030647277832
11,8,0,0.5577907562255859
11,9,0,0.3873131275177002
12,0,0,1.7571277618408203
12,10,1,0.06387472152709961
12,11,0,1.3267948627471924
12,12,0,1.1063945293426514
12,14,0,2.7199411392211914
12,15,0,1.5225391387939453
12,16,1,0.6548163890838623
12,17,1,1.901160478591919
12,18,0,1.822312831878662
12,19,1,0.7678179740905762
12,2,1,0.3020961284637451
12,20,0,1.536034107208252
12,21,0,1.0389683246612549
12,22,1,0.43170738220214844
12,23,1,0.6745619773864746
12,24,0,1.5044784545898438
12,25,1,0.3803107738494873
12,26,1,1.1998465061187744
12,27,1,0.898653507232666
12,28,0,1.344501256942749
12,29,0,1.282367467880249
12,3,1,0.7042758464813232
12,30,0,0.9439101219177246
12,31,1,0.6392714977264404
12,32,1,0.68868088722229
12,33,1,0.909306526184082
12,34,0,0.7546730041503906
12,35,0,0.9280896186828613
12,36,0,1.1978023052215576
12,37,0,2.063939332962036
12,38,0,1.3254265785217285
12,39,0,1.262608289718628
12,40,0,1.3433144092559814
12,41,1,0.8037331104278564
12,42,0,0.943955659866333
12,43,1,0.6251883506774902
12,44,1,1.8861393928527832
12,45,1,1.1989901065826416
12,46,0,0.8826839923858643
12,47,1,0.39900994300842285
12,48,1,0.989361047744751
12,5,0,1.8542146682739258
12,50,0,1.5681791305541992
12,51,0,1.5349812507629395
12,6,0,1.3119869232177734
12,7,1,1.2487359046936035
12,8,0,1.6312079429626465
12,9,1,0.6556417942047119
13,0,1,0.43220996856689453
13,1,0,0.6888124942779541
13,10,0,1.0266838073730469
13,11,0,1.3445558547973633
13,12,1,0.7684459686279297
13,13,0,0.8775589466094971
13,14,0,0.4846484661102295
13,15,1,0.8939056396484375
13,16,1,0.4613163471221924
13,17,0,1.681020736694336
13,18,1,0.4809715747833252
13,19,0,0.9734311103820801
13,2,1,0.8619530200958252
13,20,1,0.6239974498748779
13,21,1,2.018789768218994
13,22,0,0.9758353233337402
13,23,0,0.8651838302612305
13,24,1,0.5635724067687988
13,25,0,1.680044412612915
13,27,0,0.8480112552642822
13,28,0,1.3125808238983154
13,29,0,1.505610704421997
13,3,1,0.4000108242034912
13,30,0,0.7071044445037842
13,31,0,0.44861483573913574
13,32,0,1.1364428997039795
13,33,0,0.5465943813323975
13,34,0,1.581322431564331
13,35,0,1.0101370811462402
13,36,0,1.0077288150787354
13,37,0,0.5920133590698242
13,38,1,0.6079084873199463
13,39,0,0.8343920707702637
13,4,0,0.8610250949859619
13,40,0,0.9566512107849121
13,41,0,0.5733788013458252
13,42,0,0.5148928165435791
13,43,0,0.7533478736877441
13,44,1,0.6077754497528076
13,45,1,0.5449016094207764
13,46,0,1.087580680847168
13,47,0,0.8975553512573242
13,48,0,0.6885616779327393
13,49,0,1.8529326915740967
13,5,0,2.8452742099761963
13,50,0,0.9767107963562012
13,6,0,0.8639929294586182
13,7,0,1.1332123279571533
13,8,1,0.3064241409301758
13,9,0,1.0751020908355713
14,0,1,0.5262355804443359
14,1,1,0.3034358024597168
14,10,0,1.197218894958496
14,11,1,0.9281976222991943
14,12,1,0.3231799602508545
14,13,0,1.1064200401306152
14,14,1,0.36792635917663574
14,15,1,0.41991090774536133
14,16,1,0.5306417942047119
14,17,1,0.5167751312255859
14,18,1,0.5439803600311279
14,19,1,0.7997653484344482
14,2,1,0.6585953235626221
14,20,1,0.7545998096466064
14,21,0,0.7211668491363525
14,22,0,1.0740973949432373
14,23,0,0.8803231716156006
14,24,1,0.40023016929626465
14,25,0,1.055901288986206
14,26,1,0.6384644508361816
14,27,1,0.9575207233428955
14,28,1,0.6109006404876709
14,29,0,1.1870102882385254
14,3,0,0.8955264091491699
14,30,1,0.9092326164245605
14,31,0,0.624030351638794
14,32,0,1.201078176498413
14,33,0,1.026757001876831
14,34,0,1.2468156814575195
14,35,1,0.6409413814544678
14,36,0,2.188596725463867
14,37,0,1.2958877086639404
14,38,1,0.7333924770355225
14,39,1,1.0692100524902344
14,4,0,1.0396947860717773
14,40,0,1.536020040512085
14,41,1,1.2639520168304443
14,42,1,0.9439804553985596
14,43,1,0.448199987411499
14,44,1,0.9917993545532227
14,45,1,0.7974615097045898
14,46,1,0.5600008964538574
14,47,1,1.025425910949707
14,48,0,1.4562733173370361
14,49,0,2.6080102920532227
14,5,1,0.7062802314758301
14,50,1,1.3424246311187744
14,6,1,1.1680023670196533
14,7,0,1.071995496749878
14,8,0,1.0370571613311768
14,9,0,1.2156293392181396
15,0,1,2.7495503425598145
15,1,1,2.5636072158813477
15,10,0,2.7521438598632812
15,11,0,0.9892821311950684
15,12,0,0.9916422367095947
15,13,1,0.2214512825012207
15,14,0,1.8235735893249512
15,15,1,0.8801703453063965
15,16,1,0.5773146152496338
15,17,0,1.6335556507110596
15,18,1,1.074699878692627
15,21,0,2.2272589206695557
15,22,0,1.7119197845458984
15,23,1,2.240482807159424
15,24,1,0.7681746482849121
15,25,1,0.7198004722595215
15,26,0,2.015775442123413
15,27,1,2.207930564880371
15,28,1,0.687941312789917
15,29,1,2.0796589851379395
15,3,0,1.8175158500671387
15,30,1,1.1035840511322021
15,31,1,2.62465238571167
15,32,1,0.9121057987213135
15,33,1,0.5575227737426758
15,34,1,1.1651780605316162
15,35,1,1.263512134552002
15,36,1,1.9353148937225342
15,37,1,2.4966142177581787
15,38,1,0.736318826675415
15,39,1,1.363377571105957
15,4,0,1.0096049308776855
15,40,1,1.7453193664550781
15,41,1,2.1414577960968018
15,42,1,0.5286502838134766
15,43,1,1.710768222808838
15,44,1,1.5652704238891602
15,45,1,0.5918564796447754
15,46,1,0.6234657764434814
15,47,1,2.0133466720581055
15,48,1,0.4182462692260742
15,49,1,0.6270785331726074
15,5,1,1.2791376113891602
15,50,1,0.7833878993988037
15,7,1,1.3278374671936035
15,8,1,0.9127612113952637
15,9,1,0.37113046646118164
